rank,athlete,country,time,time_sec,sb,dnf,dob,age,sex,olympic,lockdown,prior_attend,case_pp,gdp2016,gdp2017,gdp2018,gdp2019,gdp2020,continent
91,Jane Vongvorachoti,Thailand,2H 47M 27S,10047,0,0,1984-01-07,32,Women,Rio2016,1,0,0.006491864510329788,413366000000,456357000000,506611000000,544264000000,501795000000,Asia
92,Rutendo Nyahora,Zimbabwe,2H 47M 32S,10052,0,0,1988-11-11,27,Women,Rio2016,1,0,0.006285504867244521,20548678100,19015327919,19523622342,16932434839,16768513443,Africa
93,Yolimar Pineda,Venezuela,2H 47M 34S,10054,0,0,1985-11-14,30,Women,Rio2016,1,0,0.01043971005287217,NA,NA,NA,NA,NA,South America
94,Mariya Korobitskaya,Kyrgyzstan,2H 47M 53S,10073,0,0,1990-05-10,26,Women,Rio2016,1,0,0.023585759521755265,6813092066,7702934800,8271106196,8871019823,7735976613,Asia
95,Silvia Paredes,Ecuador,2H 48M 1S,10081,0,0,1983-01-23,33,Women,Rio2016,1,0,0.027193922142757548,99937696000,104296000000,107562000000,108108000000,98808010000,South America
96,Christine Kalmer,South Africa,2H 48M 24S,10104,0,0,1986-02-10,30,Women,Rio2016,1,0,0.03949387518085461,296357000000,349554000000,368289000000,351432000000,301924000000,Africa
97,Lily Luik,Estonia,2H 48M 29S,10109,0,0,1985-10-14,30,Women,Rio2016,1,0,0.09964200072519541,24056487771,26857880622,30474612057,31045591753,30650285472,Europe
98,Tereza Master,Malawi,2H 48M 34S,10114,1,0,1988-09-21,27,Women,Rio2016,1,0,0.002426404034928467,5433040160,8787570920,9712994565,10862613622,11961848553,Africa
99,María Elena Calle,Ecuador,2H 48M 39S,10119,0,0,1975-07-25,41,Women,Rio2016,1,0,0.027193922142757548,99937696000,104296000000,107562000000,108108000000,98808010000,South America
100,Rosa Chacha,Ecuador,2H 48M 52S,10132,0,0,1982-12-08,33,Women,Rio2016,1,0,0.027193922142757548,99937696000,104296000000,107562000000,108108000000,98808010000,South America
101,Paula Todoran,Romania,2H 48M 54S,10134,0,0,1985-06-09,31,Women,Rio2016,1,0,0.056241339263223084,188129000000,211695000000,241457000000,249697000000,248716000000,Europe
102,Dailín Belmonte,Cuba,2H 48M 58S,10138,0,0,1985-10-15,30,Women,Rio2016,1,0,0.027245472080981645,91370000000,96851000000,100050000000,103131000000,NA,North America
103,Sofia Riga,Greece,2H 49M 7S,10147,0,0,1988-07-18,28,Women,Rio2016,1,0,0.04500042981636096,192732000000,199631000000,212146000000,205327000000,189410000000,Europe
104,Matea Matošević,Croatia,2H 50M 0S,10200,0,0,1989-03-14,27,Women,Rio2016,1,0,0.08821080621289523,51601147666,55481644098,61375222347,60752588976,55966581780,Europe
105,Érika Olivera,Chile,2H 50M 29S,10229,0,0,1976-01-04,40,Women,Rio2016,1,0,0.08394514832935757,250440000000,277035000000,297572000000,279385000000,252940000000,South America
106,Ariana Hilborn,Latvia,2H 50M 51S,10251,0,0,1980-09-19,35,Women,Rio2016,1,0,0.07334527266962923,28052325862,30383528686,34399206590,34055464655,33505185229,Europe
107,Katarína Berešová,Slovakia,2H 50M 54S,10254,0,0,1987-10-10,28,Women,Rio2016,1,0,0.14210800962627043,89655253976,95209466459,105475000000,105119000000,104574000000,Europe
108,Militsa Mircheva,Bulgaria,2H 51M 6S,10266,0,0,1994-05-24,22,Women,Rio2016,1,0,0.0609402535387414,53806894796,58971520599,66230155100,68558815112,69105101090,Europe
109,Chirine Njeim,Lebanon,2H 51M 8S,10268,0,0,1984-10-04,31,Women,Rio2016,1,0,0.08100149411569244,51205122504,53140638269,54961275742,51991634492,33383246858,Asia
110,Rosa Godoy,Argentina,2H 52M 31S,10351,0,0,1982-03-19,34,Women,Rio2016,1,0,0.10647789062239156,557531000000,643629000000,517627000000,445445000000,383067000000,South America
111,Sultan Haydar,Turkey,2H 53M 57S,10437,0,0,1985-05-23,31,Women,Rio2016,1,0,0.06597064916546919,869693000000,858996000000,778377000000,761428000000,720101000000,Asia
112,Meryem Erdoğan,Turkey,2H 54M 4S,10444,0,0,1990-04-24,26,Women,Rio2016,1,0,0.06597064916546919,869693000000,858996000000,778377000000,761428000000,720101000000,Asia
113,Hsieh Chien-ho,Taiwan,2H 54M 18S,10458,0,0,1987-11-25,28,Women,Rio2016,0,0,6.512636576530618e-4,NA,NA,NA,NA,NA,Asia
114,Leila Luik,Estonia,2H 54M 38S,10478,0,0,1985-10-14,30,Women,Rio2016,1,0,0.09964200072519541,24056487771,26857880622,30474612057,31045591753,30650285472,Europe
115,Carmen Martínez,Paraguay,2H 56M 43S,10603,0,0,1982-12-26,33,Women,Rio2016,1,0,0.0627917443039146,36089550659,38997129474,40225448341,37906944075,35304238230,South America
116,Lucia Kimani,Bosnia and Herzegovina,2H 58M 22S,10702,0,0,1981-06-21,35,Women,Rio2016,1,0,0.06260151822032026,16913330694,18080118128,20183510561,20202479538,19788422248,Europe
117,Rosemary Quispe,Bolivia,2H 58M 32S,10712,0,0,1983-08-20,32,Women,Rio2016,1,0,0.03994832874997569,33941126194,37508642171,40287647931,40895322851,36688861203,South America
118,Panayiota Vlahaki,Greece,2H 59M 12S,10752,0,0,1991-04-03,25,Women,Rio2016,1,0,0.04500042981636096,192732000000,199631000000,212146000000,205327000000,189410000000,Europe
119,Marija Vrajić,Croatia,2H 59M 24S,10764,0,0,1976-09-23,39,Women,Rio2016,1,0,0.08821080621289523,51601147666,55481644098,61375222347,60752588976,55966581780,Europe
120,Kavita Tungar,India,2H 59M 29S,10769,0,0,1985-05-05,31,Women,Rio2016,1,0,0.022676059830056265,2294800000000,2651470000000,2701110000000,2870500000000,2622980000000,Asia
121,Sara Ramadhani,Tanzania,3H 0M 3S,10803,0,0,1987-12-30,28,Women,Rio2016,0,0,8.52107987092757e-6,49774021003,53320625959,57003713748,61136873747,62409748427,Africa
122,Irina Smolnikova,Kazakhstan,3H 0M 31S,10831,0,0,1980-07-21,36,Women,Rio2016,1,0,0.030637267759463894,137278000000,166806000000,179340000000,181667000000,169835000000,Asia
123,Natalia Romero,Chile,3H 1M 29S,10889,0,0,1980-02-26,36,Women,Rio2016,1,0,0.08394514832935757,250440000000,277035000000,297572000000,279385000000,252940000000,South America
124,Mary Joy Tabal,Philippines,3H 2M 27S,10947,0,0,1989-07-13,27,Women,Rio2016,1,0,0.013964691077844319,318627000000,328481000000,346842000000,376823000000,361489000000,Asia
125,Viviana Chavez,Argentina,3H 3M 23S,11003,0,0,1987-05-28,29,Women,Rio2016,1,0,0.10647789062239156,557531000000,643629000000,517627000000,445445000000,383067000000,South America
126,Claudette Mukasakindi,Rwanda,3H 5M 57S,11157,0,0,1982-12-25,33,Women,Rio2016,1,0,0.00473857393746503,8690485823,9253098954,9640280084,10355974217,10333991892,Africa
127,Chen Yu-hsuan,Taiwan,3H 9M 13S,11353,0,0,1993-01-16,23,Women,Rio2016,0,0,6.512636576530618e-4,NA,NA,NA,NA,NA,Asia
128,Graciete Santana,Brazil,3H 9M 15S,11355,0,0,1980-10-12,35,Women,Rio2016,1,0,0.09185060822219354,1795700000000,2063510000000,1916950000000,1877810000000,1444730000000,South America
129,Niluka Geethani Rajasekara,Sri Lanka,3H 11M 5S,11465,0,0,1982-03-17,34,Women,Rio2016,1,0,0.013603633264450748,82401038710,87421762729,87954272082,83975584254,80706600229,Asia
130,Natthaya Thanaronnawat,Thailand,3H 11M 31S,11491,0,0,1979-06-12,37,Women,Rio2016,1,0,0.006491864510329788,413366000000,456357000000,506611000000,544264000000,501795000000,Asia
131,Neo Jie Shi,Singapore,3H 15M 18S,11718,0,0,1985-05-20,31,Women,Rio2016,1,0,0.010903805127323304,318764000000,343338000000,375982000000,374386000000,339998000000,Asia
132,Sarah Attar,Saudi Arabia,3H 16M 11S,11771,0,0,1992-08-27,23,Women,Rio2016,1,0,0.01477704272265991,644936000000,688586000000,786522000000,792967000000,700118000000,Asia
133,Nary Ly,Cambodia,3H 20M 20S,12020,0,0,1972-06-06,44,Women,Rio2016,1,0,0.0042119218939969455,20016747754,22177200512,24571753584,27089389787,25291251427,Asia
–,Katarzyna Kowalska,Poland,NA,NA,0,1,1985-04-07,31,Women,Rio2016,1,0,0.0761452711544404,472630000000,526509000000,587409000000,595862000000,594165000000,Europe
–,Helah Kiprop,Kenya,NA,NA,0,1,1985-04-07,31,Women,Rio2016,1,0,0.00362853418087344,69188755364,78965004656,87778582964,95503088538,98842939649,Africa
–,Lornah Chemtai Korlima,Israel,NA,NA,0,1,1988-12-12,27,Women,Rio2016,1,0,0.0990101023148062,318617000000,352668000000,370456000000,394652000000,401954000000,Asia
–,Anna Incerti,Italy,NA,NA,0,1,1980-01-19,36,Women,Rio2016,1,0,0.07115883099002564,1875800000000,1956950000000,2091120000000,2004910000000,1886450000000,Europe
–,Christelle Daunay,France,NA,NA,0,1,1974-12-05,41,Women,Rio2016,1,0,0.0918954395032031,2471290000000,2588740000000,2789590000000,2728870000000,2630320000000,Africa
–,Alessandra Aguilar,Spain,NA,NA,0,1,1978-07-01,38,Women,Rio2016,1,0,0.09088392090280903,1232080000000,1309300000000,1420300000000,1393050000000,1281480000000,Europe
–,Souad Aït Salem,Algeria,NA,NA,0,1,1979-01-06,37,Women,Rio2016,1,0,0.003607964353322223,160034000000,170097000000,175415000000,171158000000,145164000000,Africa
–,Inés Melchor,Peru,NA,NA,0,1,1986-08-30,29,Women,Rio2016,1,0,0.06367620423800353,191896000000,211007000000,222575000000,228471000000,202014000000,South America
–,Kellys Arias,Colombia,NA,NA,0,1,1989-07-03,27,Women,Rio2016,1,0,0.09222295654468013,282825000000,311884000000,334198000000,323430000000,271347000000,South America
–,Olivera Jevtić,Serbia,NA,NA,0,1,1977-07-24,39,Women,Rio2016,1,0,0.08234308493288026,40692643373,44179055280,50640650221,51475016532,52960134079,Europe
–,Estela Navascués,Spain,NA,NA,0,1,1981-02-03,35,Women,Rio2016,1,0,0.09088392090280903,1232080000000,1309300000000,1420300000000,1393050000000,1281480000000,Europe
–,Liina Luik,Estonia,NA,NA,0,1,1985-10-14,30,Women,Rio2016,1,0,0.09964200072519541,24056487771,26857880622,30474612057,31045591753,30650285472,Europe
–,María Peralta,Argentina,NA,NA,0,1,1977-11-30,38,Women,Rio2016,1,0,0.10647789062239156,557531000000,643629000000,517627000000,445445000000,383067000000,South America
–,Tigist Tufa,Ethiopia,NA,NA,0,1,1987-01-26,29,Women,Rio2016,1,0,0.0024190703937959205,74296618481,81770791971,84269348327,95912590628,107645000000,Africa
–,Jéssica Augusto,Portugal,NA,NA,0,1,1981-11-08,34,Women,Rio2016,1,0,0.09250476648980892,206286000000,220811000000,242195000000,239511000000,231227000000,Europe
–,Nastassia Ivanova,Belarus,NA,NA,0,1,1982-11-04,33,Women,Rio2016,1,0,0.046316978754346476,47722657821,54726595249,60031262269,64409647194,60258239056,Europe
–,Shitaye Eshete,Bahrain,NA,NA,0,1,1990-05-21,26,Women,Rio2016,1,0,0.15763262797054273,32234973404,35473776596,37652500000,38474521277,NA,Asia
–,Gulzhanat Zhanatbek,Kazakhstan,NA,NA,0,1,1991-11-30,24,Women,Rio2016,1,0,0.030637267759463894,137278000000,166806000000,179340000000,181667000000,169835000000,Asia
–,Daniela Cârlan,Romania,NA,NA,0,1,1980-09-18,35,Women,Rio2016,1,0,0.056241339263223084,188129000000,211695000000,241457000000,249697000000,248716000000,Europe
–,Slađana Perunović,Montenegro,NA,NA,0,1,1984-03-26,32,Women,Rio2016,1,0,0.16059720218704523,4377033429,4856632399,5506767832,5542674765,4778582336,Europe
–,Sara Moreira,Portugal,NA,NA,0,1,1985-10-17,30,Women,Rio2016,1,0,0.09250476648980892,206286000000,220811000000,242195000000,239511000000,231227000000,Europe
–,Koutar Boulaid,Morocco,NA,NA,0,1,1989-10-10,26,Women,Rio2016,1,0,0.015381994495992177,103312000000,109683000000,118096000000,119700000000,112871000000,Africa
–,Daneja Grandovec,Slovenia,NA,NA,0,1,1984-07-02,32,Women,Rio2016,1,0,0.12432729882458878,44736333522,48469082710,54137142149,54178877606,53589609581,Europe
–,Irvette van Zyl,South Africa,NA,NA,0,0,1987-07-05,29,Women,Rio2016,1,0,0.03949387518085461,296357000000,349554000000,368289000000,351432000000,301924000000,Africa
